date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2012-02-15,Eastern,Kailahun,Kailahun,8.283333,-10.566667,cereals and tubers,Cassava,KG,actual,Retail,SLL,383.88,0.0902
2012-02-15,Eastern,Kailahun,Kailahun,8.283333,-10.566667,cereals and tubers,Rice (imported),KG,actual,Retail,SLL,3600.0,0.8461
2012-02-15,Eastern,Kailahun,Kailahun,8.283333,-10.566667,cereals and tubers,Rice (local),KG,actual,Retail,SLL,3600.0,0.8461
2012-02-15,Eastern,Kailahun,Kailahun,8.283333,-10.566667,"meat, fish and eggs",Fish (bonga),KG,actual,Retail,SLL,13333.33,3.1336
2012-02-15,Eastern,Kailahun,Kailahun,8.283333,-10.566667,"meat, fish and eggs",Meat (beef),KG,actual,Retail,SLL,20000.0,4.7004
2012-02-15,Eastern,Kailahun,Kailahun,8.283333,-10.566667,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,SLL,10869.57,2.5545
2012-02-15,Eastern,Kailahun,Kailahun,8.283333,-10.566667,oil and fats,Oil (palm),KG,actual,Retail,SLL,6666.67,1.5668
2012-02-15,Eastern,Kailahun,Kailahun,8.283333,-10.566667,pulses and nuts,Beans (fava),KG,actual,Retail,SLL,4166.67,0.9792
2012-02-15,Eastern,Kailahun,Kailahun,8.283333,-10.566667,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,SLL,8333.33,1.9585
2012-02-15,Eastern,Kailahun,Kailahun,8.283333,-10.566667,pulses and nuts,Pigeon peas,KG,actual,Retail,SLL,4347.83,1.0218
2012-02-15,Eastern,Kailahun,Kailahun,8.283333,-10.566667,vegetables and fruits,Peppers (green),KG,actual,Retail,SLL,11363.64,2.6707
2012-08-15,Eastern,Kenema,Kenema,7.876667,-11.1875,cereals and tubers,Cassava,KG,actual,Retail,SLL,1111.11,0.2609
2012-08-15,Eastern,Kenema,Kenema,7.876667,-11.1875,cereals and tubers,Rice (imported),KG,actual,Retail,SLL,3200.0,0.7514
2012-08-15,Eastern,Kenema,Kenema,7.876667,-11.1875,cereals and tubers,Rice (local),KG,actual,Retail,SLL,3600.0,0.8453
2012-08-15,Eastern,Kenema,Kenema,7.876667,-11.1875,"meat, fish and eggs",Fish (bonga),KG,actual,Retail,SLL,5000.0,1.174
2012-08-15,Eastern,Kenema,Kenema,7.876667,-11.1875,"meat, fish and eggs",Meat (beef),KG,actual,Retail,SLL,22222.22,5.2177
2012-08-15,Eastern,Kenema,Kenema,7.876667,-11.1875,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,SLL,5882.35,1.3812
2012-08-15,Eastern,Kenema,Kenema,7.876667,-11.1875,oil and fats,Oil (palm),KG,actual,Retail,SLL,5666.67,1.3305
2012-08-15,Eastern,Kenema,Kenema,7.876667,-11.1875,pulses and nuts,Beans (fava),KG,actual,Retail,SLL,5200.0,1.2209
2012-08-15,Eastern,Kenema,Kenema,7.876667,-11.1875,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,SLL,7692.31,1.8061
2012-08-15,Eastern,Kenema,Kenema,7.876667,-11.1875,pulses and nuts,Pigeon peas,KG,actual,Retail,SLL,6000.0,1.4088
2012-09-15,Southern,Bonthe,Bonthe,7.52570279999999,-12.5039921999999,cereals and tubers,Cassava,KG,actual,Retail,SLL,537.63,0.0256
2012-09-15,Southern,Bonthe,Bonthe,7.52570279999999,-12.5039921999999,cereals and tubers,Rice (imported),KG,actual,Retail,SLL,3800.0,0.1812
2012-09-15,Southern,Bonthe,Bonthe,7.52570279999999,-12.5039921999999,cereals and tubers,Rice (local),KG,actual,Retail,SLL,4000.0,0.1908
2012-09-15,Southern,Bonthe,Bonthe,7.52570279999999,-12.5039921999999,"meat, fish and eggs",Fish (bonga),KG,actual,Retail,SLL,9728.51,0.4639
2012-09-15,Southern,Bonthe,Bonthe,7.52570279999999,-12.5039921999999,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,SLL,11666.67,0.5564
