date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2006-11-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,59.4,0.7195
2006-11-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,46.33,0.5612
2006-11-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Cassava,KG,actual,Retail,CVE,265.0,3.21
2006-11-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,58.57,0.7095
2006-11-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,48.75,0.5905
2006-11-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,47.5,0.5754
2006-11-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Cassava,KG,actual,Retail,CVE,290.0,3.5128
2006-11-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,58.25,0.7056
2006-11-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,41.67,0.5048
2006-11-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,44.67,0.5411
2006-12-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,59.43,0.7378
2006-12-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,45.67,0.567
2006-12-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Cassava,KG,actual,Retail,CVE,260.0,3.2279
2006-12-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,57.14,0.7094
2006-12-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,48.75,0.6052
2006-12-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,48.75,0.6052
2006-12-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Cassava,KG,actual,Retail,CVE,290.0,3.6003
2006-12-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,59.38,0.7372
2006-12-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,41.67,0.5173
2006-12-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,46.0,0.5711
2007-01-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,60.86,0.744
2007-01-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,46.17,0.5645
2007-01-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Cassava,KG,actual,Retail,CVE,325.0,3.9733
2007-01-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,53.75,0.6571
2007-01-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,48.75,0.596
2007-01-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,49.0,0.5991
2007-01-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Cassava,KG,actual,Retail,CVE,290.0,3.5454
2007-01-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,60.86,0.744
2007-01-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,44.6,0.5453
2007-01-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,44.67,0.5461
2007-02-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,64.79,0.8058
2007-02-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,46.17,0.5742
2007-02-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Cassava,KG,actual,Retail,CVE,273.33,3.3993
2007-02-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,60.36,0.7507
2007-02-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,50.0,0.6218
2007-02-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,49.0,0.6094
2007-02-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Cassava,KG,actual,Retail,CVE,260.0,3.2335
2007-02-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,64.79,0.8058
2007-02-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,44.6,0.5547
2007-02-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,44.67,0.5555
2007-03-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,64.79,0.8109
2007-03-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,46.0,0.5757
2007-03-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Cassava,KG,actual,Retail,CVE,258.33,3.2332
2007-03-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,58.57,0.7331
2007-03-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,49.64,0.6213
2007-03-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,47.5,0.5945
2007-03-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Cassava,KG,actual,Retail,CVE,265.0,3.3167
2007-03-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,64.79,0.8109
2007-03-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,44.6,0.5582
2007-03-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,44.67,0.5591
2007-04-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,65.71,0.8043
2007-04-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,45.5,0.5569
2007-04-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Cassava,KG,actual,Retail,CVE,255.0,3.1211
2007-04-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,61.07,0.7475
2007-04-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,51.07,0.6251
2007-04-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,45.42,0.5559
2007-04-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Cassava,KG,actual,Retail,CVE,250.0,3.0599
2007-04-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,65.71,0.8043
2007-04-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,46.0,0.563
2007-04-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,42.67,0.5223
2007-05-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,63.5,0.8128
2007-05-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,45.08,0.577
2007-05-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Cassava,KG,actual,Retail,CVE,312.5,3.9998
2007-05-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,60.36,0.7726
2007-05-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,50.0,0.64
2007-05-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,47.5,0.608
2007-05-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Cassava,KG,actual,Retail,CVE,190.0,2.4319
2007-05-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,63.5,0.8128
2007-05-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,46.0,0.5888
2007-05-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,42.67,0.5462
2007-06-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,63.64,0.7821
2007-06-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,44.67,0.549
2007-06-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Cassava,KG,actual,Retail,CVE,312.5,3.8405
2007-06-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,60.36,0.7418
2007-06-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,50.0,0.6145
2007-06-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,48.33,0.594
2007-06-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Cassava,KG,actual,Retail,CVE,225.0,2.7651
2007-06-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,63.64,0.7821
2007-06-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,46.0,0.5653
2007-06-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,44.67,0.549
2007-07-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,63.57,0.7817
2007-07-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,44.67,0.5493
2007-07-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Cassava,KG,actual,Retail,CVE,275.0,3.3817
2007-07-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,62.07,0.7633
2007-07-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,49.64,0.6104
2007-07-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,48.33,0.5943
2007-07-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Cassava,KG,actual,Retail,CVE,275.0,3.3817
2007-07-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,63.57,0.7817
2007-07-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,46.0,0.5657
2007-07-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,47.33,0.582
2007-08-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,63.29,0.7876
2007-08-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,48.5,0.6035
2007-08-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Cassava,KG,actual,Retail,CVE,275.0,3.4221
2007-08-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,62.07,0.7724
2007-08-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,49.64,0.6177
2007-08-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,48.33,0.6014
2007-08-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Cassava,KG,actual,Retail,CVE,300.0,3.7332
2007-08-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,63.29,0.7876
2007-08-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,46.2,0.5749
2007-08-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,44.0,0.5475
2007-09-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,63.64,0.8016
2007-09-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,59.33,0.7473
2007-09-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Cassava,KG,actual,Retail,CVE,305.0,3.8418
2007-09-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,61.36,0.7729
2007-09-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,50.36,0.6343
2007-09-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,60.0,0.7558
2007-09-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Cassava,KG,actual,Retail,CVE,325.0,4.0937
2007-09-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,63.64,0.8016
2007-09-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,46.42,0.5847
2007-09-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,57.0,0.718
2007-10-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,63.0,0.8133
2007-10-15,Santiago,Sao Domingos,Santiago,14.992,-23.52,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,59.33,0.7659
2007-10-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Cassava,KG,actual,Retail,CVE,280.0,3.6147
2007-10-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,61.0,0.7875
2007-10-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,51.43,0.6639
2007-10-15,Santo Antao,Concelho de Porto Novo,Santo Antao,17.022497,-25.065176,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,60.0,0.7746
2007-10-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Cassava,KG,actual,Retail,CVE,290.0,3.7438
2007-10-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (long grain),KG,actual,Retail,CVE,63.0,0.8133
2007-10-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Rice (medium grain),KG,actual,Retail,CVE,46.0,0.5938
2007-10-15,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,cereals and tubers,Wheat flour,KG,actual,Retail,CVE,60.33,0.7788
